ID,Sample,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT,Water,Sample Density
246,246,0,0,0,0,8.76,0,0,0,0,0,0,12.38,1.14,0,0,0,1.83,0,75.89,1
247,247,0,0,0,0,12.65,0,0,0,9.74,0,0,0,2.92,0,0,0,1.72,0,72.97,1.01
248,248,0,0,0,0,0,0,0,0,9.46,0,0,10.15,2.86,0,0,0,1.39,0,76.14,1
249,249,0,0,0,0,0,10.15,0,0,0,0,9.46,0,2.19,0,0,0,3.39,0,74.81,1.01
250,250,0,0,0,0,0,11.96,0,0,0,12.24,0,0,2.36,0,0,0,1.28,0,72.17,1.02
251,251,0,11.82,0,0,0,0,0,12.51,0,0,0,0,2.75,0,0,0,4.5,0,68.42,1.02
252,252,0,0,0,0,0,10.57,0,0,10.57,0,0,0,2.08,0,0,0,4.28,0,72.5,1.01
253,253,0,0,0,0,12.87,0,0,0,0,0,0,8.26,2.94,0,0,0,1.02,0,74.91,1.01
254,254,0,0,0,8.08,0,0,0,0,0,0,0,12.99,2.97,0,0,0,1.3,0,74.65,1
255,255,0,0,0,0,0,0,0,0,0,9.01,0,10.44,1.36,0,0,0,1.07,0,78.13,1
256,256,0,0,0,12.76,0,0,0,0,0,0,0,10.55,1.16,0,0,0,2.8,0,72.72,1
257,257,0,0,0,10.46,0,0,0,0,8.11,0,0,0,2.73,0,0,0,1.99,0,76.71,1.01
258,258,0,10.11,0,0,0,0,0,0,0,0,0,12.69,2.14,0,0,0,1.04,0,74.03,1.01
259,259,0,0,0,0,0,0,0,0,12.3,0,0,8.66,1.94,0,0,0,2.94,0,74.16,1
260,260,0,0,0,8.91,9.5,0,0,0,0,0,0,0,2.99,0,0,0,4.82,0,73.78,1.01
261,261,0,0,0,0,0,10.01,0,0,0,0,0,11.68,1.67,0,0,0,2.61,0,74.03,1
262,262,0,0,0,0,0,0,0,8.8,0,0,0,8.87,2.11,0,0,0,1.83,0,78.4,1
263,263,0,0,0,0,0,0,0,12.38,0,0,0,12.45,1.51,0,0,0,2.38,0,71.29,1
264,264,0,0,0,0,10.91,0,0,0,0,0,0,12.86,2.8,0,0,0,3.16,0,70.28,1
265,265,0,0,0,10.26,0,0,0,0,0,0,0,8.63,2.85,0,0,0,4.36,0,73.89,1
266,266,0,0,0,11.69,8.06,0,0,0,0,0,0,0,1.16,0,0,0,4.45,0,74.65,1.01
267,267,0,0,0,0,0,0,0,0,8.77,0,0,11.08,1,0,0,0,2.28,0,76.87,0.99
268,268,0,0,0,8.37,0,0,0,0,11.39,0,0,0,2.38,0,0,0,1.24,0,76.62,1.01
269,269,0,0,0,0,9.51,0,0,0,0,0,0,11.3,1.54,0,0,0,4.14,0,73.51,1
270,270,0,0,0,0,10.68,0,0,0,12.41,0,0,0,1.9,0,0,0,3.59,0,71.43,1.01
271,271,0,0,0,0,0,12.04,0,0,0,0,0,12.84,1.23,0,0,0,1.35,0,72.54,1
272,272,0,0,0,0,0,0,8.41,0,0,0,0,8.05,1.66,0,0,0,1.45,0,80.43,1
273,273,0,0,0,12.88,9.63,0,0,0,0,0,0,0,1.82,0,0,0,2.16,0,73.51,1.02
274,274,0,0,0,11.81,0,0,0,0,10.78,0,0,0,2.99,0,0,0,3.5,0,70.92,1.01
275,275,0,0,0,10.73,11.59,0,0,0,0,0,0,0,2.48,0,0,0,1.59,0,73.61,1.02
276,276,0,0,0,0,0,0,10.05,0,0,0,0,9.12,2.38,0,0,0,2.24,0,76.2,1
277,277,0,0,0,10.61,0,0,0,0,0,0,0,11.39,1.26,0,0,0,1.03,0,75.7,1
278,278,0,0,0,12.98,12.98,0,0,0,0,0,0,0,1.63,0,0,0,1.08,0,71.33,1.02
279,279,0,0,0,0,0,0,12.18,0,10.24,0,0,0,1.09,0,0,0,1.07,0,75.43,1.01
280,280,0,0,0,11.46,11.72,0,0,0,0,0,0,0,2.97,0,0,0,1.26,0,72.59,1.02
281,281,0,0,0,0,12.8,0,0,0,0,0,0,10.88,1.96,0,0,0,1.3,0,73.06,1.01
282,282,0,0,0,0,0,0,0,0,11.98,0,0,12.55,1.15,0,0,0,1.6,0,72.72,1
283,283,0,0,0,12.86,0,0,0,0,0,0,0,12.73,1.53,0,0,0,1.69,0,71.19,1
284,284,0,0,0,0,0,0,12.43,0,12.36,0,0,0,1.84,0,0,0,1.21,0,72.16,1.01
285,285,0,0,0,0,0,0,12.64,0,0,0,0,12.68,1.17,0,0,0,1.04,0,72.47,1
286,286,0,0,0,0,10.29,0,0,0,0,0,0,12.28,1.02,0,0,0,1.16,0,75.24,1
287,287,0,0,0,0,0,0,0,0,11.52,0,0,11.92,1.71,0,0,0,1.09,0,73.77,1
288,288,0,0,0,0,12.11,0,0,0,0,0,0,11.68,1.26,0,0,0,1.51,0,73.44,1
289,289,0,0,0,10.07,0,0,0,0,0,0,0,12.82,2.33,0,0,0,1.12,0,73.66,1
290,290,0,0,0,12.74,0,0,0,0,0,0,0,9.39,1.22,0,0,0,1.25,0,75.4,1.01
291,291,0,0,0,12.54,9.17,0,0,0,0,0,0,0,2.92,0,0,0,1.02,0,74.35,1.02
292,292,0,0,0,0,11.2,0,0,0,0,0,0,10.44,1.47,0,0,0,1.06,0,75.83,1
293,293,0,0,0,11.06,0,0,0,0,0,0,0,13,1.76,0,0,0,1.47,0,72.72,1
294,294,0,0,0,0,0,0,12.83,0,12.98,0,0,0,1.13,0,0,0,1.95,0,71.11,1.01
295,295,0,0,0,0,0,0,0,0,12.34,0,0,9.83,1.03,0,0,0,1.22,0,75.57,1
296,296,0,0,0,0,9.83,0,0,0,0,0,0,12.72,2,0,0,0,1.03,0,74.43,1
297,297,0,0,0,12.37,12.63,0,0,0,0,0,0,0,2.11,0,0,0,1.31,0,71.58,1.02
298,298,0,0,0,10.74,12.19,0,0,0,0,0,0,0,2.6,0,0,0,1,0,73.47,1.02
299,299,0,0,0,12.55,0,0,0,0,0,0,0,11.47,2.62,0,0,0,1.15,0,72.21,1.01
300,300,0,0,0,11.43,0,0,0,0,0,0,0,11.8,1.11,0,0,0,1.58,0,74.09,1
301,301,0,0,0,12.04,0,0,0,8.12,0,0,0,0,0,0,2.82,0,4.9,0,72.12,1.01
302,302,0,0,11.04,0,0,0,12.54,0,0,0,0,0,0,0,1.52,0,2.77,0,72.13,1.01
303,303,0,0,0,8.04,0,0,0,0,0,0,0,11.12,0,0,1.85,0,2.97,0,76.02,1
304,304,10.04,8.79,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,4.43,0,74.32,1.02
305,305,0,8.79,0,0,11.29,0,0,0,0,0,0,0,0,0,2.38,0,3.37,0,74.17,1.02
306,306,0,0,0,0,0,10.96,0,0,8.38,0,0,0,0,0,2.85,0,2.3,0,75.52,1.01
307,307,0,0,0,0,0,9.46,0,0,0,10.71,0,0,0,0,2.08,0,1.7,0,76.05,1.01
308,308,12.96,0,0,0,0,0,0,0,0,0,0,12.04,0,0,1.95,0,2.1,0,70.95,1.01
309,309,0,0,11.88,0,0,0,0,0,0,11.21,0,0,0,0,1.82,0,1.57,0,73.53,1.01
310,310,0,9.96,0,0,0,0,0,0,10.96,0,0,0,0,0,2.68,0,4.5,0,71.9,1.01
311,311,0,0,0,0,0,0,8.54,0,0,0,11.71,0,0,0,2.05,0,1.83,0,75.87,1
312,312,0,0,0,0,0,0,0,0,0,0,12.54,11.46,0,0,1.55,0,3.03,0,71.42,0.99
313,313,0,0,0,0,12.71,0,0,0,8.71,0,0,0,0,0,2.52,0,1.03,0,75.03,1.01
314,314,0,0,0,12.88,0,0,0,0,0,10.38,0,0,0,0,1.45,0,4.37,0,70.93,1.01
315,315,0,11.79,0,0,0,0,0,0,0,0,8.96,0,0,0,1.18,0,3.17,0,74.9,1.01
316,316,0,9.62,0,0,0,9.62,0,0,0,0,0,0,0,0,2.88,0,2.83,0,75.03,1.02
317,317,10.12,0,0,0,0,0,0,11.96,0,0,0,0,0,0,2.22,0,1.1,0,74.6,1.02
318,318,0,0,0,0,0,0,0,8.21,0,0,0,11.54,0,0,2.95,0,4.23,0,73.07,0.99
319,319,0,0,11.38,0,0,0,0,0,10.88,0,0,0,0,0,2.02,0,1.5,0,74.23,1.01
320,320,0,0,11.96,0,0,0,0,0,0,0,0,11.88,0,0,2.12,0,2.03,0,72.02,1
321,321,10.21,0,0,0,0,9.29,0,0,0,0,0,0,0,0,1.98,0,1.17,0,77.35,1.02
322,322,0,0,12.38,11.04,0,0,0,0,0,0,0,0,0,0,2.65,0,3.43,0,70.5,1.01
323,323,0,0,0,0,0,0,12.29,10.29,0,0,0,0,0,0,2.58,0,4.3,0,70.53,1.01
324,324,0,0,0,0,10.54,0,0,12.88,0,0,0,0,0,0,1.72,0,1.77,0,73.1,1.02
325,325,0,0,0,0,0,0,0,8.38,0,0,12.79,0,0,0,2.98,0,4.17,0,71.68,1
326,326,0,0,0,0,0,0,0,11.71,0,12.96,0,0,0,0,2.25,0,4.83,0,68.25,1.01
327,327,0,0,0,0,0,0,0,0,0,10.79,9.46,0,0,0,1.65,0,3.83,0,74.27,1
328,328,10.29,0,0,0,0,0,0,0,0,9.96,0,0,0,0,1.48,0,1.37,0,76.9,1.01
329,329,0,0,8.62,0,9.38,0,0,0,0,0,0,0,0,0,1.05,0,2.5,0,78.45,1.01
330,330,0,0,11.54,0,0,0,0,10.79,0,0,0,0,0,0,1.32,0,3.7,0,72.65,1.01
331,331,0,0,0,0,0,0,11.62,0,0,12.29,0,0,0,0,1.75,0,1.63,0,72.7,1.01
332,332,0,12.79,0,0,0,0,0,0,0,9.12,0,0,0,0,1.92,0,1.43,0,74.73,1.02
333,333,0,0,0,0,12.62,0,0,0,0,8.62,0,0,0,0,1.38,0,4.77,0,72.6,1.01
334,334,0,12.21,0,0,0,0,0,0,0,0,0,9.88,0,0,2.92,0,3.97,0,71.03,1.01
335,335,8.88,0,0,0,12.21,0,0,0,0,0,0,0,0,0,1.28,0,2.63,0,75,1.02
336,336,9.21,0,0,0,0,0,0,0,0,0,9.71,0,0,0,1.02,0,3.63,0,76.43,1.01
337,337,0,0,0,0,9.79,0,0,0,0,0,0,8.29,0,0,2.28,0,2.17,0,77.47,1
338,338,0,0,0,0,0,0,0,0,0,10.62,0,12.46,0,0,1.78,0,2.37,0,72.77,1
339,339,0,0,0,0,0,8.29,0,8.54,0,0,0,0,0,0,1.35,0,1.97,0,79.85,1.01
340,340,0,0,0,0,0,0,0,0,11.29,12.71,0,0,0,0,2.55,0,2.43,0,71.02,1.01
341,341,0,12.46,0,0,0,0,0,10.54,0,0,0,0,0,0,2.32,0,4.63,0,70.05,1.02
342,342,0,0,0,9.04,0,0,9.04,0,0,0,0,0,0,0,2.35,0,3.23,0,76.33,1.01
343,343,0,11.21,12.62,0,0,0,0,0,0,0,0,0,0,0,2.18,0,4.7,0,69.28,1.02
344,344,0,0,9.71,0,0,0,0,0,0,0,10.62,0,0,0,1.15,0,4.03,0,74.48,1
345,345,8.12,0,0,0,0,0,11.79,0,0,0,0,0,0,0,1.58,0,4.57,0,73.93,1.01
346,346,0,0,0,0,0,9.88,0,0,0,0,0,11.62,0,0,2.72,0,4.97,0,70.82,1
347,347,0,0,0,0,9.29,9.21,0,0,0,0,0,0,0,0,2.78,0,4.1,0,74.62,1.01
348,348,0,0,0,11.12,10.46,0,0,0,0,0,0,0,0,0,2.62,0,3.3,0,72.5,1.02
349,349,0,0,0,0,0,0,0,11.46,8.88,0,0,0,0,0,1.08,0,1.9,0,76.68,1.01
350,350,0,0,0,0,0,12.12,0,0,0,0,11.38,0,0,0,2.48,0,3.57,0,70.45,1.01
351,351,0,0,0,0,0,0,0,0,10.38,0,10.04,0,0,0,1.68,0,1.23,0,76.67,1
352,352,0,0,10.88,0,0,10.12,0,0,0,0,0,0,0,0,1.42,0,2.9,0,74.68,1.01
353,353,0,0,0,0,0,9.12,9.54,0,0,0,0,0,0,0,2.75,0,2.23,0,76.35,1.01
354,354,8.96,0,0,9.79,0,0,0,0,0,0,0,0,0,0,2.15,0,3.1,0,76,1.01
355,355,0,0,0,8.46,0,0,0,0,8.46,0,0,0,0,0,1.62,0,3.9,0,77.57,1
356,356,0,0,0,0,10.46,0,0,0,0,0,8.04,0,0,0,1.88,0,1.3,0,78.32,1.01
357,357,0,0,0,0,0,0,9.38,0,12.12,0,0,0,0,0,1.25,0,2.57,0,74.68,1
358,358,0,9.54,0,0,0,0,12.38,0,0,0,0,0,0,0,1.22,0,2.7,0,74.17,1.02
359,359,8.71,0,10.21,0,0,0,0,0,0,0,0,0,0,0,1.12,0,3.5,0,76.47,1.01
360,360,0,10.71,0,8.21,0,0,0,0,0,0,0,0,0,0,2.45,0,3.77,0,74.87,1.02
